airport,latitude,longitude
MHV,35.05939865,-118.1520004
HUT,38.0654983521,-97.86060333250002
STJ,39.771900177002,-94.909698486328
VOK,43.938999176025,-90.253402709961
GUC,38.53390121,-106.9329987
TOA,33.803398132324,-118.33999633789
MBL,44.2723999,-86.24690247
PGD,26.92020035,-81.9905014
WFK,47.2854995728,-68.31279754639999
JHW,42.15340042,-79.25800323
SME,37.0533981323,-84.6158981323
SHD,38.2638015747,-78.8964004517
DVL,48.11420059,-98.90879822
DIK,46.7974014282,-102.802001953
SDY,47.706902,-104.193001
CDR,42.837600708,-103.095001221
AIA,42.0531997681,-102.804000854
MCK,40.20629883,-100.5920029
MTH,24.726101,-81.051399
GDV,47.13869858,-104.8069992
OLF,48.0945014954,-105.574996948
WYS,44.68840027,-111.1179962
ALS,37.434898,-105.866997
CNY,38.75500107,-109.7549973
ELY,39.29970169,-114.8420029
VEL,40.4408989,-109.5100021
RUI,33.462799072266,-105.53500366211
SOW,34.265499115,-110.005996704
MYL,44.88970184,-116.1009979
SMN,45.1237983704,-113.880996704
MMH,37.62409973,-118.8379974
FRD,48.5219993591,-123.024002075
ESD,48.7081985474,-122.910003662
AST,46.158000946,-123.878997803
ONP,44.580399,-124.057999
EMK,62.78609848,-164.4909973
UNK,63.88840103,-160.798996
UUK,70.33080291750001,-149.598007202
SHX,62.6922988892,-159.569000244
CHU,61.579102,-159.216003
NUI,70.2099990845,-151.005996704
EEK,60.21367264,-162.0438843
KUK,60.87440109,-162.5240021
KWT,60.7902984619,-161.444000244
KWK,59.876499,-163.169005
MLL,61.8642997742,-162.026000977
RSH,61.7788848877,-161.319458008
KGK,59.726600647,-157.259002686
KMO,58.9902000427,-159.050003052
CIK,66.6449966431,-143.740005493
EAA,64.77639771,-141.151001
HUS,66.04109955,-154.2630005
HSL,65.69789886,-156.3509979
NUL,64.729301,-158.074005
VEE,67.0086975098,-146.365997314
WBQ,66.362197876,-147.406997681
CEM,65.57379913,-144.7830048
SHG,66.88809967041,-157.16200256348
IYK,35.65879822,-117.8300018
VIS,36.3186988831,-119.392997742
MCE,37.28469849,-120.5139999
GYR,33.4225006104,-112.375999451
AGN,57.503601,-134.585007
ELV,58.1952018738,-136.347000122
FNR,58.2543983459,-134.897994995
HNH,58.0961,-135.410111
MTM,55.131001,-131.578003
HYG,55.206298828125,-132.8280029296875
EGX,58.1855010986,-157.375
KPV,55.905998,-159.162993
PIP,57.5803985596,-157.572006226
WSN,58.7033996582,-157.007995605
AKK,56.9387016296,-154.182998657
KYK,57.5671005249,-154.449996948
KLN,57.5350990295,-153.977996826
ABL,67.1063,-157.856989
BKC,65.9815979004,-161.149002075
IAN,66.9759979248,-160.43699646
OBU,66.9123001099,-156.897003174
ORV,66.81790161,-161.0189972
WLK,66.60009766,-159.9859924
KTS,65.3312988281,-166.466003418
ELI,64.61470032,-162.2720032
GLV,64.5504989624,-163.007003784
TLA,65.2404022217,-166.339004517
WAA,65.622593,-168.095
WMO,64.689201355,-163.412994385
KKA,64.9394989014,-161.154006958
SMK,63.49010086,-162.1100006
SKK,64.37110138,-161.223999
TNC,65.56310272,-167.9219971
AKB,52.22029877,-174.2059937
IKO,52.94160079956055,-168.8489990234375
CYT,60.080974,-142.494541
AUK,62.6800422668,-164.659927368
KPN,59.9329986572,-164.031005859
KFP,54.8474006652832,-163.41000366210938
NLG,56.007499694824,-161.16000366211
PML,56.0060005188,-160.561004639
KLW,55.5792007446,-133.076004028
KWN,59.7551,-161.845
KOT,63.0306015015,-163.533004761
KYU,64.8760986328,-157.727005005
SCM,61.845298767100005,-165.570999146
NNL,59.980201721191,-154.8390045166
KKH,59.9608001709,-162.880996704
NIB,63.0186,-154.358002
AKI,60.9029006958,-161.231002808
AIN,70.6380004883,-159.994995117
NCN,60.0773010254,-147.992004395
TKJ,63.32949829,-142.9539948
IRC,65.830498,-144.076008
SLQ,61.7005004883,-157.166000366
LMA,63.886002,-152.302002
MLY,64.99759674069999,-150.643997192
NRR,18.245300293,-65.6434020996
SPB,18.338600158691406,-64.9406967163086
MRB,39.40190125,-77.98459625
RKH,34.9878006,-81.05719757
AGC,40.354400634765625,-79.9301986694336
VQQ,30.2187004089,-81.876701355
FTY,33.7790985107,-84.5214004517
OSU,40.0798,-83.072998
ADS,32.9686012268,-96.8364028931
DSI,30.40010071,-86.47149658
ISO,35.331401825,-77.60880279540001
FFA,36.0181999207,-75.67130279540001
PVU,40.219200134277,-111.72299957275
SBS,40.5163002,-106.8659973
DTA,39.3805999756,-112.508003235
PUC,39.61389923,-110.7509995
LAM,35.8797988892,-106.268997192
HII,34.571098,-114.358002
INW,35.021900177,-110.722999573
DGL,31.3425998688,-109.505996704
BOW,27.9433994293,-81.78340148930002
FTI,-14.2172,-169.425003
LVK,37.6934013367,-121.819999695
RMY,37.5108985901,-120.040000916
TRM,33.62670135498,-116.16000366211
SMO,34.015800476100004,-118.450996399
UDD,33.748401641846,-116.27500152588
SCF,33.622898101807,-111.91100311279
OLM,46.9693985,-122.9029999
RIL,39.526299,-107.726997
SAA,41.444901,-106.823997
PDK,33.8755989075,-84.3020019531
BMG,39.14599990844727,-86.61669921875
SUA,27.18169975,-80.22109985
MMU,40.79940032958984,-74.41490173339844
APC,38.2132,-122.280998
SDM,32.572299957275,-116.98000335693
VNC,27.071599960327,-82.440299987793
PHK,26.78499985,-80.69339752
ECP,30.357106,-85.795414
SBD,34.0954017639,-117.23500061
SQL,37.511901855469,-122.25
RWI,35.856300354003906,-77.89189910888672
SXQ,60.47570037841797,-151.03399658203125
SEE,32.826198577881,-116.97200012207
TKF,39.3199996948,-120.13999939
LVM,45.6994018555,-110.447998047
GMV,37.0167007446,-110.200996399
JRA,40.754501,-74.007103
LAL,27.988899,-82.018602
RBK,33.5741996765,-117.127998352
MGY,39.5890007019,-84.224899292
FDY,41.0135002136,-83.66870117190001
SPF,44.48030090332,-103.78299713135
OLV,34.9786987305,-89.78690338130001
BJC,39.90879822,-105.1169968
SLE,44.90950012,-123.0029984
UTM,34.680999755859,-90.346702575684
MWC,43.110401,-88.034401
JVL,42.620300293,-89.0416030884
LZU,33.97809982,-83.96240234
BWG,36.9645004272,-86.41970062259999
RVS,36.039600372314,-95.984596252441
BCE,37.706401825,-112.144996643
JCI,38.8308982849,-94.890296936
ESN,38.8041992188,-76.06900024410001
MYV,39.09780121,-121.5699997
DUC,34.47090149,-97.9598999
UVA,29.2112998962,-99.743598938
LOT,41.6072998,-88.09619904
CCR,37.9897003174,-122.056999207
OCA,25.325399398804,-80.274803161621
ATO,39.2109985352,-82.23139953610001
SGH,39.840301513672,-83.840202331543
TOP,39.068698883057,-95.622497558594
MQY,36.0089988708,-86.5201034546
UOS,35.205101013184,-85.898101806641
PWK,42.114222,-87.901494
KLS,46.11800003049999,-122.898002625
ILN,39.427898407,-83.792098999
AVW,32.4095993042,-111.218002319
CGZ,32.954899,-111.766998
BXK,33.42039871,-112.685997
MMI,35.39730072,-84.56259918
STK,40.61529922,-103.2649994
RWL,41.80559921,-107.1999969
CDW,40.875198364300005,-74.2814025879
AIZ,38.0960006714,-92.54949951170002
TVI,30.901599884033,-83.881301879883
HSH,35.9728012085,-115.134002686
TMA,31.4290008545,-83.4885025024
DVT,33.6883010864,-112.083000183
FRG,40.7288017273,-73.4133987427
MCL,63.7326011658,-148.910995483
PPC,66.814102172852,-150.64399719238
HLG,40.1749992371,-80.6463012695
RKP,28.0867996216,-97.0446014404
TTD,45.54940032959,-122.40100097656
HIO,45.540401,-122.949997
BNO,43.5918998718,-118.955001831
PRZ,44.286998748779,-120.90399932861
RBL,40.1506996155,-122.251998901
NOT,38.143600463867,-122.55599975586
LKV,42.1610984802,-120.399002075
OTK,45.4182014465,-123.814002991
ONO,44.020500183105,-117.01399993896
DLS,45.6184997559,-121.166999817
GAI,39.1683006287,-77.1660003662
MVL,44.53459930419999,-72.6139984131
RBD,32.6809005737,-96.8682022095
WST,41.3496017456,-71.8033981323
BID,41.1680984497,-71.577796936
NME,60.471000671387,-164.70100402832
OOK,60.54140091,-165.0870056
BGE,30.9715004,-84.63739777
WHP,34.2593002319,-118.413002014
MAE,36.9886016846,-120.111999512
AAF,29.72750092,-85.02749634
FPR,27.49510002,-80.36830139
PYM,41.909,-70.728798
NCO,41.597099304199,-71.412101745605
OWD,42.1904983521,-71.1728973389
BAF,42.157799,-72.715599
MGJ,41.50999832,-74.26460266
HAR,40.2170982361,-76.85150146480001
DXR,41.3714981079,-73.48220062259999
ASH,42.7817001343,-71.51480102539999
LWM,42.7172012329,-71.1233978271
OXC,41.47859954834,-73.135200500488
RMG,34.3506011963,-85.15799713130001
GAD,33.972599,-86.088996
WDR,33.98289871,-83.66739655
DNN,34.72290039,-84.87020111
LGC,33.0089,-85.072601
PIM,32.8406982422,-84.8824005127
GVL,34.27259827,-83.8302002
PHD,40.470901489258,-81.419700622559
HHH,32.2243995667,-80.6975021362
DNL,33.4664993286,-82.0393981934
MRN,35.820202,-81.611397
PVL,37.5617981,-82.56639862
TOC,34.59379959,-83.29579926
AFW,32.9875984192,-97.3188018799
LWC,39.01119995,-95.21659851
PPM,26.247100830078,-80.111099243164
LOZ,37.0821990967,-84.08489990230001
FBG,35.13180161,-78.93669891
RAC,42.7606010437,-87.8152008057
TIW,47.26789856,-122.5780029
GUF,30.29050064,-87.67179871
HZL,40.9868011475,-75.9949035645
CBE,39.615398407,-78.7609024048
LNR,43.2117004395,-90.181602478
JOT,41.51779938,-88.17549896
VYS,41.351898,-89.153099
JXN,42.2597999573,-84.45939636230001
BBX,40.1375007629,-75.2650985718
OBE,27.2628002167,-80.8498001099
SEF,27.45639992,-81.3423996
AVO,27.59119987,-81.52780151
GIF,28.062901,-81.753304
ZPH,28.2282009125,-82.15589904790001
OCF,29.17259979,-82.22419739
AIK,33.649399,-81.684998
CDN,34.2835998535,-80.56490325930001
LBT,34.6099014282,-79.05940246579999
SOP,35.23740005,-79.3911972
SVH,35.765300750732,-80.953903198242
LHV,41.13560104,-77.42230225
BKL,41.51750183105469,-81.68329620361328
DKK,42.49330139,-79.27200317
LLY,39.9429016113,-74.845703125
LDJ,40.617401123,-74.2445983887
ANQ,41.639702,-85.083504
CLW,27.9766998291,-82.7586975098
CGX,41.85879898071289,-87.60790252685547
CRE,33.8116989136,-78.72389984130001
WBW,41.2971992493,-75.8511962891
LNN,41.6839981079,-81.3897018433
FFT,38.18249893,-84.90470123
LEW,44.048500061,-70.2835006714
MRK,25.995001,-81.672501
DRE,46.0093002319,-83.74389648440001
GDW,43.9706001282,-84.47499847410002
MFI,44.6369018555,-90.1893005371
ISW,44.3602981567,-89.83899688720001
CWI,41.8311004639,-90.3291015625
BVY,42.5842018127,-70.91649627689999
POF,36.773899078369,-90.324897766113
EOK,40.4598999023,-91.4284973145
STP,44.93450164794922,-93.05999755859376
HAO,39.3638000488,-84.5220031738
FLD,43.7711982727,-88.48840332030001
STE,44.5452003479,-89.530296325684
GQQ,40.7533988953,-82.7238006592
CKV,36.6218986511,-87.4150009155
LPC,34.665599823,-120.468002319
CTH,39.97900009,-75.8655014
LKP,44.2644996643,-73.96189880370001
AOH,40.706902,-84.026703
SSI,31.15180016,-81.39129639
BFP,40.7724990845,-80.39140319820001
GGE,33.3116989136,-79.3196029663
HDI,35.22010040283203,-84.8323974609375
RNT,47.4930992126,-122.216003418
POC,34.091598510742,-117.78199768066
CTY,29.6354999542,-83.10479736330001
CEU,34.6719017,-82.8864975
BEC,37.6944999695,-97.21499633790002
SNY,41.10129929,-102.9850006
JRF,21.3074,-158.070009
ECA,44.312801,-83.422302
WBU,40.0393981934,-105.225997925
PAO,37.461101532,-122.114997864
MSC,33.4608001709,-111.727996826
PTK,42.665500640869,-83.420097351074
EEN,42.898399353027344,-72.27079772949219
IOW,41.6391983032,-91.5465011597
ANP,38.942902,-76.568398
PEQ,31.382400512695,-103.51100158691
HBG,31.26479912,-89.25279999
YKN,42.916698455811,-97.385902404785
HWD,37.659198761,-122.122001648
ARB,42.2229995728,-83.74559783939999
NGZ,37.78889846801758,-122.31999969482422
IMM,26.43320084,-81.40100098
PTB,37.183799743652,-77.507400512695
SBM,43.76959991,-87.85140228
MZJ,32.5106010437,-111.32800293
SAD,32.85480118,-109.6350021
SIK,36.898899078369,-89.561798095703
GFL,43.3412017822,-73.6102981567
MTN,39.325699,-76.413803
FRY,43.9911003113,-70.9478988647
NEW,30.042400360107,-90.028297424316
COE,47.77429962,-116.8199997
BMT,30.0706996918,-94.21579742430002
DNV,40.19919968,-87.59590149
TIX,28.514799118042,-80.799201965332
AAP,29.7224998474,-95.5883026123
FCM,44.8272018433,-93.4570999146
OJC,38.84759903,-94.73760223
MNZ,38.72140121,-77.51540375
LJN,29.1086006165,-95.462097168
PTA,60.201681,-154.325863
EWK,38.0582008362,-97.2744979858
TZR,46.39310073852539,17.917499542236328
FBR,41.3918991089,-110.406997681
CLS,46.6769981384,-122.983001709
EVW,41.27479935,-111.0350037
EUF,31.9512996674,-85.1288986206
MEO,35.91899872,-75.69550323
AUO,32.615101,-85.433998
DBN,32.56439972,-82.98529816
CVO,44.49720001,-123.2900009
OGD,41.195899963379,-112.0120010376
AKO,40.1755981445,-103.222000122
SHN,47.233600616455,-123.14800262451
WNA,60.69029998779297,-161.97900390625
PKA,60.70289993,-161.7779999
DYL,40.3330001831,-75.1222991943
OCW,35.570499420166,-77.049797058105
SWO,36.161201477051,-97.08570098877
OKM,35.668098449707,-95.948699951172
CUH,35.9499015808,-96.7731018066
CSM,35.3398017883,-99.2005004883
WLD,37.168598175,-97.0375976562
PWA,35.53419876,-97.64710236
DTN,32.5401992798,-93.7450027466
SEP,32.215301513672,-98.177696228027
ADT,34.804298,-96.671303
IRB,30.9057006836,-101.891998291
IKB,36.2228012085,-81.09829711910001
DAN,36.572898864746094,-79.33609771728516
HCW,34.71289825,-79.95700073
EMT,34.086102,-118.035004
SSF,29.336999893188,-98.471099853516
JAS,30.88570023,-94.03489685
MRF,30.371099,-104.017997
ALE,30.3841991425,-103.683998108
CCB,34.1115989685,-117.68800354
EKI,41.7193984985,-86.00319671630001
CUB,33.970500946,-80.9952011108
GDC,34.758301,-82.376404
HVS,34.4030990601,-80.11920166019999
LEE,28.82309914,-81.80870056
CNO,33.97470093,-117.637001
PRB,35.67290115,-120.6269989
HAF,37.5134010315,-122.500999451
WJF,34.74110031,-118.2190018
ASN,33.569900512699995,-86.05090332030001
GMU,34.8479003906,-82.34999847410002
TOI,31.860399,-86.012101
ETS,31.29969978,-85.89990234
ALX,32.914699554399995,-85.9629974365
HDE,40.452099,-99.336502
PTT,37.70159912,-98.74690247
LXN,40.7910003662,-99.7772979736
CBF,41.2592010498,-95.760597229
OKK,40.528198242188,-86.05899810791
GBG,40.9379997253,-90.431098938
GUY,36.6851005554,-101.508003235
IDP,37.1584014893,-95.7783966064
BBC,28.9733009338,-95.8635025024
PRX,33.636600494385,-95.450798034668
CFV,37.09400177,-95.5718994141
GXY,40.4374008179,-104.633003235
OEL,52.9347000122,36.0022010803
FET,41.44910049,-96.52020264
LGD,45.2901992798,-118.007003784
MPO,41.137503,-75.378897
UKT,40.435199737549,-75.381896972656
BNG,33.9230995178,-116.850997925
OFK,41.985500335693,-97.435096740723
TPF,27.915599822998,-82.44930267334
MTP,41.0765,-71.920797
VPZ,41.45399857,-87.00710297
LDM,43.96250153,-86.40789795
RHV,37.332901001,-121.819000244
WVI,36.9356994629,-121.790000916
HLI,36.8932991028,-121.410003662
ALN,38.89030075069999,-90.0459976196
AXN,45.8662986755,-95.3946990967
CLU,39.2619018555,-85.8963012695
BBD,31.1793003082,-99.3238983154
BIH,37.3731002808,-118.363998413
BKE,44.8372993469,-117.808998108
BPI,42.58509827,-110.1110001
WMH,36.3689002991,-92.4704971313
BTL,42.3073005676,-85.2515029907
BYI,42.5425987244,-113.772003174
CCY,43.0726013184,-92.6108016968
CNU,37.668800354,-95.4850997925
CRG,30.3362998962,-81.51439666750001
CSV,35.9513015747,-85.08499908450001
DAA,38.715000152600005,-77.1809997559
DAG,34.85369873,-116.7870026
DMN,32.262298584,-107.721000671
DRA,36.6194,-116.032997
EED,34.7663002014,-114.623001099
EGI,30.65040016,-86.52290344
EKA,40.8033981323,-124.112998962
HYR,46.025199890100005,-91.44429779050002
JCT,30.5112991333,-99.7634963989
LOL,40.0663986206,-118.565002441
MBG,45.54650116,-100.4079971
MCB,31.17849922,-90.47190094
MDH,37.778099060058594,-89.25199890136719
MMT,33.92079926,-80.80130005
NHZ,43.89220047,-69.93859863
NRB,30.39109993,-81.42469788
OGB,33.456798553467,-80.859497070312
OTM,41.10660172,-92.44789886
OZR,31.27569962,-85.71340179
PWY,42.79550171,-109.8069992
POU,41.6265983581543,-73.88420104980469
RSL,38.872100830078,-98.811798095703
RWF,44.54719925,-95.08229828
SNS,36.662799835205,-121.60600280762
TPH,38.06019974,-117.086998
UKI,39.125999450684,-123.20099639893
UOX,34.384300231934,-89.536796569824
HTV,30.7469005585,-95.5871963501
VTN,42.85779953,-100.5479965
WMC,40.8965988159,-117.805999756
WWR,36.438,-99.5226667
ZZV,39.9444007874,-81.89209747310001
ENN,64.54730224609375,-149.07400512695312
WWA,61.5717010498,-149.539993286
MVW,48.4709014893,-122.42099762
APT,35.060699,-85.585297
DCU,34.652698516799994,-86.94539642330001
GLW,37.03179932,-85.9536972
RNZ,40.9478988647,-87.1826019287
TBR,32.4827003479,-81.73690032959999
ETB,43.4221992493,-88.1278991699
GLR,45.0135002136,-84.7035980225
AID,40.10860061649999,-85.6129989624
PCD,43.019298553467,-91.12370300293
TSM,36.45819855,-105.6719971
RTN,36.74150085,-104.5019989
PPA,35.612998962402,-100.99600219727
FLP,36.29090118,-92.59030151
BGD,35.700901031499995,-101.393997192
SQA,34.60680008,-120.0759964
SPA,34.915699005127,-81.956497192383
PPF,37.32989883,-95.5062027
AYS,31.2490997314,-82.39550018310001
PMH,38.8404998779,-82.84729766850002
CLP,58.83369827,-158.529007
RDB,68.03209686279999,-162.899002075
SOV,59.442401885986,-151.70399475098
VDI,32.192699432373,-82.371200561523
MHE,43.7747993469,-98.0385971069
